CustomerID,Frequency,Monetary,TotalQuantity,FirstPurchase,LastPurchase,Recency,TenureDays,Cluster,Segment
15157,3,1936.07,2392,2010-12-16 13:44:00,2011-12-06 11:28:00,4,354,3,New / Low Engagement
15158,1,401.40000000000003,198,2011-10-25 13:53:00,2011-10-25 13:53:00,45,0,1,At Risk / Lapsed
15159,30,18641.01,11441,2010-12-13 15:44:00,2011-12-08 12:05:00,2,359,0,Champions
15160,1,158.16,84,2010-12-17 14:15:00,2010-12-17 14:15:00,357,0,1,At Risk / Lapsed
15163,2,304.47,186,2011-05-31 15:22:00,2011-11-21 13:10:00,18,173,3,New / Low Engagement
15164,3,824.58,351,2011-01-04 14:21:00,2011-10-02 12:05:00,69,270,2,Loyal Mid-Value
15165,1,487.75,160,2010-12-01 14:03:00,2010-12-01 14:03:00,373,0,1,At Risk / Lapsed
15167,1,158.8,65,2011-01-23 12:41:00,2011-01-23 12:41:00,321,0,1,At Risk / Lapsed
15168,1,106.56,52,2011-11-14 11:26:00,2011-11-14 11:26:00,26,0,3,New / Low Engagement
15171,1,1289.5,290,2011-01-12 15:36:00,2011-01-12 15:36:00,331,0,1,At Risk / Lapsed
15172,5,1624.05,1611,2011-04-17 11:56:00,2011-12-01 11:51:00,9,227,2,Loyal Mid-Value
15174,1,135.75,145,2011-01-21 09:06:00,2011-01-21 09:06:00,323,0,1,At Risk / Lapsed
15175,1,224.14,454,2011-09-29 11:31:00,2011-09-29 11:31:00,72,0,1,At Risk / Lapsed
15178,1,40.5,30,2011-03-24 15:12:00,2011-03-24 15:12:00,260,0,1,At Risk / Lapsed
15179,5,2206.95,1938,2011-01-24 13:48:00,2011-11-21 12:53:00,18,300,2,Loyal Mid-Value
15180,1,87.5,36,2010-12-07 14:57:00,2010-12-07 14:57:00,367,0,1,At Risk / Lapsed
15181,3,689.48,544,2011-03-15 12:03:00,2011-10-04 13:58:00,66,203,2,Loyal Mid-Value
15182,2,622.85,253,2011-03-16 12:42:00,2011-07-08 13:37:00,154,114,1,At Risk / Lapsed
15184,2,402.2,199,2011-06-02 12:06:00,2011-11-10 13:41:00,29,161,3,New / Low Engagement
15185,1,310.62,666,2011-09-30 14:06:00,2011-09-30 14:06:00,70,0,1,At Risk / Lapsed
15186,2,411.41,215,2011-06-24 14:54:00,2011-11-25 14:58:00,14,154,3,New / Low Engagement
15187,15,4762.18,1886,2011-05-11 13:49:00,2011-12-08 11:56:00,2,210,0,Champions
15189,41,16225.39,6149,2011-01-11 12:29:00,2011-12-08 13:22:00,1,331,0,Champions
15192,3,1044.32,918,2010-12-09 14:56:00,2011-08-12 11:41:00,120,245,2,Loyal Mid-Value
15193,1,499.32,144,2011-10-10 08:23:00,2011-10-10 08:23:00,61,0,1,At Risk / Lapsed
15194,15,7616.53,5703,2010-12-06 15:00:00,2011-12-06 15:10:00,3,365,0,Champions
15195,1,3861.0,1404,2011-12-07 12:20:00,2011-12-07 12:20:00,3,0,3,New / Low Engagement
15197,3,1079.61,469,2010-12-16 18:01:00,2011-11-29 10:00:00,11,347,3,New / Low Engagement
15198,2,193.64000000000001,120,2011-08-07 15:16:00,2011-09-08 14:42:00,92,31,1,At Risk / Lapsed
15199,4,1268.7,396,2011-02-04 14:04:00,2011-10-11 15:12:00,59,249,2,Loyal Mid-Value
15201,5,1236.54,1210,2011-04-06 14:02:00,2011-09-13 14:53:00,87,160,2,Loyal Mid-Value
15203,6,1827.8,1753,2011-02-01 12:29:00,2011-11-14 08:16:00,26,285,2,Loyal Mid-Value
15204,1,316.58,258,2010-12-17 13:49:00,2010-12-17 13:49:00,357,0,1,At Risk / Lapsed
15205,2,653.24,378,2011-08-04 16:07:00,2011-09-15 19:36:00,85,42,1,At Risk / Lapsed
15206,4,420.3,162,2011-03-09 08:59:00,2011-11-29 13:41:00,10,265,3,New / Low Engagement
15208,5,870.12,316,2010-12-21 13:03:00,2011-12-08 17:24:00,1,352,3,New / Low Engagement
15210,1,331.18,228,2011-04-28 16:11:00,2011-04-28 16:11:00,225,0,1,At Risk / Lapsed
15211,2,894.4100000000001,240,2010-12-09 16:08:00,2011-10-10 13:31:00,60,304,2,Loyal Mid-Value
15212,1,101.8,36,2011-04-12 13:45:00,2011-04-12 13:45:00,241,0,1,At Risk / Lapsed
15213,2,328.35,272,2011-01-14 11:05:00,2011-01-25 12:21:00,319,11,1,At Risk / Lapsed
15214,8,1661.44,1254,2011-04-11 09:46:00,2011-12-08 12:07:00,2,241,0,Champions
15215,3,734.94,225,2011-09-04 12:24:00,2011-10-24 11:41:00,47,49,2,Loyal Mid-Value
15216,1,96.6,28,2011-09-13 11:41:00,2011-09-13 11:41:00,88,0,1,At Risk / Lapsed
15218,11,5756.89,3329,2011-01-25 11:20:00,2011-11-29 11:48:00,11,308,0,Champions
15219,1,305.75,45,2011-06-16 16:57:00,2011-06-16 16:57:00,176,0,1,At Risk / Lapsed
15220,6,1778.96,1393,2011-03-04 10:24:00,2011-10-19 12:39:00,52,229,2,Loyal Mid-Value
15221,1,403.25,43,2010-12-08 13:08:00,2010-12-08 13:08:00,366,0,1,At Risk / Lapsed
15222,1,585.0,440,2011-01-25 08:03:00,2011-01-25 08:03:00,319,0,1,At Risk / Lapsed
15223,2,755.75,213,2011-04-04 12:17:00,2011-04-28 11:31:00,226,23,1,At Risk / Lapsed
15224,2,322.08,152,2010-12-12 12:34:00,2010-12-16 15:02:00,358,4,1,At Risk / Lapsed
15225,1,409.40000000000003,226,2011-04-19 14:51:00,2011-04-19 14:51:00,234,0,1,At Risk / Lapsed
15226,1,154.41,71,2011-02-02 11:41:00,2011-02-02 11:41:00,311,0,1,At Risk / Lapsed
15227,5,1219.4,750,2011-01-26 15:31:00,2011-11-03 11:59:00,37,280,2,Loyal Mid-Value
15228,4,3386.71,2255,2011-02-18 09:04:00,2011-10-04 13:56:00,66,228,2,Loyal Mid-Value
15230,2,429.6,351,2011-04-13 11:04:00,2011-04-14 14:39:00,239,1,1,At Risk / Lapsed
15232,2,612.06,686,2011-07-22 12:21:00,2011-08-18 16:27:00,113,27,1,At Risk / Lapsed
15234,1,197.0,196,2011-03-08 08:53:00,2011-03-08 08:53:00,277,0,1,At Risk / Lapsed
15235,12,2247.51,1324,2010-12-01 17:22:00,2011-05-06 09:44:00,218,155,2,Loyal Mid-Value
15236,1,321.05,269,2011-02-14 10:52:00,2011-02-14 10:52:00,299,0,1,At Risk / Lapsed
15237,4,1412.32,1071,2011-04-26 15:04:00,2011-12-08 09:46:00,2,225,3,New / Low Engagement
15238,3,1071.99,692,2011-06-08 16:00:00,2011-11-10 14:28:00,29,154,2,Loyal Mid-Value
15239,2,780.59,594,2011-09-22 09:53:00,2011-11-29 14:14:00,10,68,3,New / Low Engagement
15240,5,1706.57,1369,2011-02-01 08:23:00,2011-10-26 09:50:00,45,267,2,Loyal Mid-Value
15241,8,1756.44,1818,2011-03-01 11:02:00,2011-10-04 09:05:00,67,216,2,Loyal Mid-Value
15243,1,316.68,185,2011-09-26 14:12:00,2011-09-26 14:12:00,74,0,1,At Risk / Lapsed
15244,2,631.57,405,2011-04-05 15:12:00,2011-10-05 13:19:00,65,182,2,Loyal Mid-Value
15245,3,2515.84,1784,2011-03-23 13:42:00,2011-07-28 18:56:00,134,127,2,Loyal Mid-Value
15246,2,514.15,247,2010-12-16 09:46:00,2011-04-15 14:45:00,238,120,1,At Risk / Lapsed
15247,1,356.0,160,2011-08-09 12:52:00,2011-08-09 12:52:00,122,0,1,At Risk / Lapsed
15249,13,6688.46,3577,2011-03-28 12:49:00,2011-11-08 11:45:00,32,224,0,Champions
15251,11,10484.99,6171,2011-04-12 10:38:00,2011-11-30 15:02:00,9,232,0,Champions
15252,2,740.78,522,2011-06-09 14:15:00,2011-11-03 13:30:00,36,146,3,New / Low Engagement
15253,5,918.2,866,2011-06-23 12:19:00,2011-11-23 16:22:00,16,153,2,Loyal Mid-Value
15254,1,300.36,275,2011-08-04 15:04:00,2011-08-04 15:04:00,127,0,1,At Risk / Lapsed
15255,1,890.85,489,2011-10-04 12:43:00,2011-10-04 12:43:00,67,0,1,At Risk / Lapsed
15256,1,98.45,55,2011-07-14 11:47:00,2011-07-14 11:47:00,149,0,1,At Risk / Lapsed
15257,1,317.15,46,2011-03-01 12:58:00,2011-03-01 12:58:00,283,0,1,At Risk / Lapsed
15258,2,623.16,142,2011-05-06 14:16:00,2011-06-24 12:30:00,169,48,1,At Risk / Lapsed
15260,7,1810.77,885,2010-12-02 12:09:00,2011-08-31 13:55:00,100,272,2,Loyal Mid-Value
15261,1,254.82,270,2011-07-27 15:20:00,2011-07-27 15:20:00,135,0,1,At Risk / Lapsed
15262,1,178.95000000000002,73,2011-01-20 12:16:00,2011-01-20 12:16:00,324,0,1,At Risk / Lapsed
15263,1,156.51,89,2011-08-25 10:26:00,2011-08-25 10:26:00,107,0,1,At Risk / Lapsed
15264,1,393.74,265,2011-10-06 13:49:00,2011-10-06 13:49:00,64,0,1,At Risk / Lapsed
15265,2,1506.1200000000001,612,2011-04-18 12:16:00,2011-07-11 14:46:00,151,84,2,Loyal Mid-Value
15266,1,119.3,18,2011-01-05 13:40:00,2011-01-05 13:40:00,338,0,1,At Risk / Lapsed
15267,5,1717.36,944,2011-06-10 10:24:00,2011-11-17 15:59:00,22,160,2,Loyal Mid-Value
15269,1,408.8,26,2011-11-16 09:32:00,2011-11-16 09:32:00,24,0,3,New / Low Engagement
15270,7,2379.49,1521,2011-02-02 13:25:00,2011-11-24 09:24:00,16,294,0,Champions
15271,15,2493.34,1251,2010-12-09 13:47:00,2011-12-02 14:11:00,7,358,0,Champions
15272,2,721.94,310,2011-09-14 16:36:00,2011-10-13 12:59:00,57,28,2,Loyal Mid-Value
15274,2,716.57,619,2011-11-21 14:17:00,2011-12-05 16:57:00,4,14,3,New / Low Engagement
15275,1,615.14,498,2011-11-02 11:20:00,2011-11-02 11:20:00,38,0,3,New / Low Engagement
15276,1,128.63,61,2011-10-04 16:39:00,2011-10-04 16:39:00,66,0,1,At Risk / Lapsed
15277,1,255.9,205,2011-10-24 10:08:00,2011-10-24 10:08:00,47,0,1,At Risk / Lapsed
15279,1,290.51,189,2010-12-20 10:48:00,2010-12-20 10:48:00,355,0,1,At Risk / Lapsed
15280,1,113.12,154,2011-06-20 17:14:00,2011-06-20 17:14:00,172,0,1,At Risk / Lapsed
15281,9,2332.15,1211,2011-01-10 15:51:00,2011-10-12 09:10:00,59,274,2,Loyal Mid-Value
15286,1,240.55,55,2011-10-21 11:08:00,2011-10-21 11:08:00,50,0,1,At Risk / Lapsed
15287,2,486.69,433,2011-09-30 12:30:00,2011-11-17 15:34:00,22,48,3,New / Low Engagement
15288,5,2306.52,775,2010-12-09 13:59:00,2011-10-27 16:58:00,43,322,2,Loyal Mid-Value
15289,3,939.78,1008,2011-04-04 12:44:00,2011-11-10 13:49:00,29,220,2,Loyal Mid-Value
15290,18,7943.22,4501,2010-12-15 16:03:00,2011-12-05 11:39:00,5,354,0,Champions
15291,14,4623.3,2102,2010-12-01 09:32:00,2011-11-14 11:02:00,26,348,0,Champions
15292,1,178.39,55,2011-05-22 15:00:00,2011-05-22 15:00:00,201,0,1,At Risk / Lapsed
15296,6,3672.86,1766,2011-01-17 11:57:00,2011-10-20 11:47:00,51,275,2,Loyal Mid-Value
15297,3,641.94,292,2011-10-07 09:42:00,2011-11-29 16:32:00,10,53,3,New / Low Engagement
15298,12,4799.9,3116,2010-12-08 13:55:00,2011-12-07 17:17:00,2,364,0,Champions
15299,6,3907.01,2947,2010-12-02 16:48:00,2011-10-03 14:19:00,67,304,2,Loyal Mid-Value
15300,1,496.44,292,2011-10-06 17:08:00,2011-10-06 17:08:00,64,0,1,At Risk / Lapsed
15301,12,5049.95,2751,2010-12-06 12:21:00,2011-10-20 09:57:00,51,317,0,Champions
15303,1,574.02,248,2011-02-22 13:59:00,2011-02-22 13:59:00,290,0,1,At Risk / Lapsed
15304,8,694.4000000000001,104,2010-12-06 11:42:00,2011-10-10 10:23:00,61,307,2,Loyal Mid-Value
15306,3,1174.35,810,2011-07-14 15:22:00,2011-10-06 12:56:00,64,83,2,Loyal Mid-Value
15307,1,205.3,37,2011-09-05 11:38:00,2011-09-05 11:38:00,96,0,1,At Risk / Lapsed
15308,1,310.47,175,2011-03-10 13:08:00,2011-03-10 13:08:00,274,0,1,At Risk / Lapsed
15311,91,60632.75,38147,2010-12-01 09:41:00,2011-12-09 12:00:00,1,373,0,Champions
15312,4,924.85,516,2010-12-20 12:51:00,2011-09-25 13:10:00,75,279,2,Loyal Mid-Value
15313,1,52.0,25,2011-08-21 16:02:00,2011-08-21 16:02:00,110,0,1,At Risk / Lapsed
15314,1,327.97,313,2011-05-24 14:39:00,2011-05-24 14:39:00,199,0,1,At Risk / Lapsed
15315,2,570.5,862,2011-08-15 15:17:00,2011-10-06 12:51:00,64,51,1,At Risk / Lapsed
15316,1,165.0,100,2011-01-17 11:34:00,2011-01-17 11:34:00,327,0,1,At Risk / Lapsed
15318,1,312.62,642,2011-12-06 11:30:00,2011-12-06 11:30:00,4,0,3,New / Low Engagement
15319,1,204.5,175,2011-03-01 12:48:00,2011-03-01 12:48:00,284,0,1,At Risk / Lapsed
15320,1,267.13,326,2011-10-26 13:27:00,2011-10-26 13:27:00,44,0,1,At Risk / Lapsed
15321,3,2748.31,1181,2011-02-21 11:10:00,2011-09-30 09:40:00,71,220,2,Loyal Mid-Value
15322,1,679.68,416,2011-09-15 09:34:00,2011-09-15 09:34:00,86,0,1,At Risk / Lapsed
15325,1,161.74,231,2011-08-28 11:55:00,2011-08-28 11:55:00,104,0,1,At Risk / Lapsed
15326,1,311.71,386,2011-01-10 11:38:00,2011-01-10 11:38:00,334,0,1,At Risk / Lapsed
15327,1,208.75,116,2011-10-18 11:55:00,2011-10-18 11:55:00,53,0,1,At Risk / Lapsed
15329,3,1049.7,486,2011-06-21 10:37:00,2011-10-31 15:36:00,39,132,2,Loyal Mid-Value
15330,2,714.9599999999999,1312,2011-10-10 12:30:00,2011-11-07 17:50:00,32,28,3,New / Low Engagement
15332,4,1661.06,652,2010-12-05 12:00:00,2010-12-08 14:43:00,366,3,2,Loyal Mid-Value
15333,1,1028.56,344,2011-05-15 13:27:00,2011-05-15 13:27:00,208,0,1,At Risk / Lapsed
15334,3,347.87,272,2011-06-19 13:51:00,2011-07-06 11:22:00,157,16,1,At Risk / Lapsed
15335,1,170.22,79,2011-10-17 12:50:00,2011-10-17 12:50:00,54,0,1,At Risk / Lapsed
15339,2,574.07,416,2011-01-25 13:15:00,2011-10-04 12:51:00,66,251,1,At Risk / Lapsed
15341,1,2020.52,812,2011-09-20 09:40:00,2011-09-20 09:40:00,81,0,2,Loyal Mid-Value
15342,1,406.09000000000003,283,2011-08-02 10:19:00,2011-08-02 10:19:00,130,0,1,At Risk / Lapsed
15343,1,364.5,84,2011-09-13 13:55:00,2011-09-13 13:55:00,87,0,1,At Risk / Lapsed
15344,3,563.94,116,2011-09-26 14:48:00,2011-12-09 10:45:00,1,73,3,New / Low Engagement
15345,1,393.54,81,2011-10-25 11:28:00,2011-10-25 11:28:00,46,0,1,At Risk / Lapsed
15346,1,252.42000000000002,144,2011-01-11 11:18:00,2011-01-11 11:18:00,333,0,1,At Risk / Lapsed
15347,1,201.60000000000002,130,2010-12-08 15:25:00,2010-12-08 15:25:00,366,0,1,At Risk / Lapsed
15348,1,158.04,84,2011-09-28 13:17:00,2011-09-28 13:17:00,72,0,1,At Risk / Lapsed
15349,2,463.90999999999997,321,2011-06-05 15:46:00,2011-07-04 16:06:00,158,29,1,At Risk / Lapsed
15350,1,115.65,51,2010-12-01 13:33:00,2010-12-01 13:33:00,373,0,1,At Risk / Lapsed
15351,7,1934.66,742,2010-12-05 11:49:00,2011-11-27 12:52:00,12,357,0,Champions
15353,2,770.12,341,2010-12-07 11:49:00,2011-03-30 12:15:00,255,113,1,At Risk / Lapsed
15355,2,277.05,45,2011-10-17 15:22:00,2011-11-10 13:44:00,29,23,3,New / Low Engagement
15356,10,2718.03,1643,2010-12-06 14:05:00,2011-11-08 13:11:00,31,336,0,Champions
15358,22,8347.2,7050,2010-12-09 10:04:00,2011-12-05 09:04:00,5,360,0,Champions
15360,1,427.93,223,2011-10-31 09:35:00,2011-10-31 09:35:00,40,0,3,New / Low Engagement
15361,1,418.92,336,2010-12-13 09:52:00,2010-12-13 09:52:00,362,0,1,At Risk / Lapsed
15363,1,326.0,144,2010-12-02 12:28:00,2010-12-02 12:28:00,373,0,1,At Risk / Lapsed
15364,2,913.19,493,2011-03-30 13:39:00,2011-09-05 09:46:00,96,158,2,Loyal Mid-Value
15365,7,2314.32,1084,2011-01-28 13:08:00,2011-11-14 08:29:00,26,289,2,Loyal Mid-Value
15366,2,602.51,621,2010-12-16 15:59:00,2011-09-25 15:01:00,75,282,1,At Risk / Lapsed
15367,4,1877.59,1057,2011-03-09 13:53:00,2011-10-13 14:13:00,57,218,2,Loyal Mid-Value
15368,1,446.94000000000005,230,2011-11-18 14:42:00,2011-11-18 14:42:00,21,0,3,New / Low Engagement
15370,7,2386.05,830,2011-01-11 11:32:00,2011-10-30 10:58:00,41,291,2,Loyal Mid-Value
15372,1,2007.4,2924,2011-07-25 16:39:00,2011-07-25 16:39:00,137,0,2,Loyal Mid-Value
15373,12,2415.91,500,2010-12-03 14:40:00,2011-12-01 15:05:00,8,363,0,Champions
15374,1,168.0,126,2011-08-03 09:59:00,2011-08-03 09:59:00,129,0,1,At Risk / Lapsed
15376,3,1221.56,615,2011-05-01 13:45:00,2011-10-30 15:04:00,40,182,2,Loyal Mid-Value
15379,7,3703.29,2305,2010-12-16 13:02:00,2011-06-23 13:13:00,169,189,2,Loyal Mid-Value
15380,5,1690.26,376,2010-12-09 15:01:00,2011-12-01 12:13:00,9,356,2,Loyal Mid-Value
15381,2,596.85,171,2011-03-16 13:44:00,2011-05-10 11:55:00,214,54,1,At Risk / Lapsed
15382,6,5955.71,4012,2011-02-17 12:01:00,2011-11-25 10:58:00,15,280,0,Champions
15384,2,642.41,596,2010-12-15 11:34:00,2011-06-23 10:57:00,170,189,1,At Risk / Lapsed
15385,1,316.88,161,2011-10-30 15:11:00,2011-10-30 15:11:00,40,0,3,New / Low Engagement
15386,1,394.14,446,2011-06-06 13:47:00,2011-06-06 13:47:00,186,0,1,At Risk / Lapsed
15388,1,140.54,88,2011-03-14 13:53:00,2011-03-14 13:53:00,270,0,1,At Risk / Lapsed
15389,1,500.0,400,2011-06-20 16:18:00,2011-06-20 16:18:00,172,0,1,At Risk / Lapsed
15392,4,1535.53,1277,2010-12-14 15:50:00,2011-12-05 11:01:00,5,355,3,New / Low Engagement
15393,2,231.86,150,2011-03-03 16:58:00,2011-11-23 16:48:00,16,264,3,New / Low Engagement
15394,4,2183.54,910,2010-12-16 12:46:00,2011-11-30 11:49:00,10,348,2,Loyal Mid-Value
15395,1,107.45,17,2011-01-18 12:40:00,2011-01-18 12:40:00,326,0,1,At Risk / Lapsed
15396,1,288.18,122,2011-08-19 10:56:00,2011-08-19 10:56:00,113,0,1,At Risk / Lapsed
15397,1,94.0,20,2011-02-23 09:25:00,2011-02-23 09:25:00,290,0,1,At Risk / Lapsed
15398,2,1345.53,769,2011-09-22 14:56:00,2011-11-23 16:47:00,16,62,3,New / Low Engagement
15399,3,815.77,611,2011-09-21 15:57:00,2011-12-08 13:04:00,1,77,3,New / Low Engagement
15400,5,716.2,390,2011-03-06 11:27:00,2011-09-08 13:57:00,92,186,2,Loyal Mid-Value
15402,2,626.35,693,2011-05-27 13:32:00,2011-07-14 12:17:00,149,47,1,At Risk / Lapsed
15405,1,349.1,193,2011-06-03 14:44:00,2011-06-03 14:44:00,189,0,1,At Risk / Lapsed
15406,2,510.71000000000004,254,2011-02-11 16:19:00,2011-11-08 13:22:00,31,269,3,New / Low Engagement
15407,4,1046.74,552,2011-02-07 13:18:00,2011-11-06 11:55:00,34,271,2,Loyal Mid-Value
15408,1,267.18,106,2011-03-20 15:02:00,2011-03-20 15:02:00,264,0,1,At Risk / Lapsed
15410,8,3450.84,1200,2011-03-23 10:15:00,2011-09-16 14:47:00,84,177,2,Loyal Mid-Value
15411,4,1348.93,529,2011-06-10 12:30:00,2011-11-13 15:19:00,26,156,2,Loyal Mid-Value
15412,1,190.53,108,2011-06-21 15:24:00,2011-06-21 15:24:00,171,0,1,At Risk / Lapsed
15414,3,774.9000000000001,443,2011-04-11 13:45:00,2011-11-30 09:50:00,10,232,3,New / Low Engagement
15415,1,559.61,551,2011-01-30 14:13:00,2011-01-30 14:13:00,313,0,1,At Risk / Lapsed
15416,4,3984.32,2090,2011-03-02 08:41:00,2011-10-06 09:38:00,65,218,2,Loyal Mid-Value
15417,1,508.8,284,2011-09-15 15:26:00,2011-09-15 15:26:00,85,0,1,At Risk / Lapsed
15419,1,135.86,230,2011-11-15 09:23:00,2011-11-15 09:23:00,25,0,3,New / Low Engagement
15421,4,950.36,500,2011-02-02 14:36:00,2011-10-12 09:20:00,59,251,2,Loyal Mid-Value
15422,2,97.7,38,2011-01-20 14:17:00,2011-01-20 16:17:00,323,0,1,At Risk / Lapsed
15423,1,43.5,101,2011-11-01 14:01:00,2011-11-01 14:01:00,38,0,1,At Risk / Lapsed
15424,2,383.34000000000003,554,2011-03-30 13:00:00,2011-03-30 13:02:00,254,0,1,At Risk / Lapsed
15426,5,1404.07,656,2010-12-05 13:55:00,2011-11-20 15:36:00,19,350,2,Loyal Mid-Value
15427,3,1430.54,967,2011-10-23 14:47:00,2011-11-06 14:29:00,33,13,2,Loyal Mid-Value
15428,1,93.78,102,2011-11-24 16:54:00,2011-11-24 16:54:00,15,0,3,New / Low Engagement
15429,2,397.35,380,2011-09-25 13:42:00,2011-11-13 12:28:00,27,48,3,New / Low Engagement
15432,1,171.19000000000003,65,2011-11-16 16:30:00,2011-11-16 16:30:00,23,0,3,New / Low Engagement
15433,2,533.3,534,2011-03-17 14:12:00,2011-05-10 10:45:00,214,53,1,At Risk / Lapsed
15434,5,1041.48,647,2011-05-23 14:18:00,2011-12-01 13:33:00,8,191,3,New / Low Engagement
15435,1,149.29,54,2011-11-17 16:39:00,2011-11-17 16:39:00,22,0,3,New / Low Engagement
15436,3,1067.75,574,2011-04-19 16:52:00,2011-11-27 16:05:00,12,221,3,New / Low Engagement
15437,1,200.16,79,2011-03-22 13:11:00,2011-03-22 13:11:00,262,0,1,At Risk / Lapsed
15438,1,156.58,59,2011-07-31 14:19:00,2011-07-31 14:19:00,131,0,1,At Risk / Lapsed
15440,3,383.68,197,2011-05-15 11:30:00,2011-10-16 12:16:00,55,154,2,Loyal Mid-Value
15442,1,594.0,120,2011-04-05 12:24:00,2011-04-05 12:24:00,249,0,1,At Risk / Lapsed
15443,7,3213.59,1639,2011-01-23 13:25:00,2011-12-08 10:40:00,2,318,0,Champions
15444,2,1411.21,759,2011-10-30 16:12:00,2011-11-30 17:37:00,9,31,3,New / Low Engagement
15445,1,113.5,58,2011-03-20 15:06:00,2011-03-20 15:06:00,264,0,1,At Risk / Lapsed
15447,1,155.17000000000002,85,2011-01-13 11:26:00,2011-01-13 11:26:00,331,0,1,At Risk / Lapsed
15448,1,494.64,232,2011-01-31 10:42:00,2011-01-31 10:42:00,313,0,1,At Risk / Lapsed
15449,3,974.52,812,2011-03-23 10:43:00,2011-11-13 15:02:00,26,235,2,Loyal Mid-Value
15450,1,429.84,376,2011-11-09 17:11:00,2011-11-09 17:11:00,30,0,3,New / Low Engagement
15452,3,528.48,280,2011-03-20 15:21:00,2011-11-10 12:13:00,30,234,3,New / Low Engagement
15453,7,1371.77,837,2011-06-05 12:37:00,2011-12-08 10:59:00,2,185,0,Champions
15454,1,179.1,86,2010-12-12 14:21:00,2010-12-12 14:21:00,362,0,1,At Risk / Lapsed
15456,3,434.59000000000003,633,2010-12-15 15:34:00,2011-03-01 13:51:00,283,75,1,At Risk / Lapsed
15457,1,237.07,132,2011-03-22 15:31:00,2011-03-22 15:31:00,262,0,1,At Risk / Lapsed
15458,1,161.64,156,2011-11-14 13:08:00,2011-11-14 13:08:00,25,0,3,New / Low Engagement
15460,1,214.26,107,2010-12-20 16:08:00,2010-12-20 16:08:00,354,0,1,At Risk / Lapsed
15462,3,234.6,172,2011-06-05 15:36:00,2011-09-06 13:11:00,94,92,1,At Risk / Lapsed
15463,1,126.14,106,2011-11-10 12:57:00,2011-11-10 12:57:00,29,0,3,New / Low Engagement
15464,1,1044.65,348,2011-01-05 15:56:00,2011-01-05 15:56:00,338,0,1,At Risk / Lapsed
15465,18,7354.62,1257,2010-12-05 10:12:00,2011-11-20 10:11:00,20,349,0,Champions
15466,1,334.53,246,2011-09-15 14:08:00,2011-09-15 14:08:00,85,0,1,At Risk / Lapsed
15467,3,524.88,310,2011-07-10 14:42:00,2011-11-30 14:17:00,9,142,3,New / Low Engagement
15468,2,467.51,155,2011-10-19 13:38:00,2011-10-19 13:49:00,51,0,3,New / Low Engagement
15469,2,538.55,153,2011-08-11 16:54:00,2011-10-20 16:21:00,50,69,3,New / Low Engagement
15471,1,454.48,256,2011-12-07 14:12:00,2011-12-07 14:12:00,2,0,3,New / Low Engagement
15472,1,371.56,251,2011-08-18 15:17:00,2011-08-18 15:17:00,113,0,1,At Risk / Lapsed
15473,7,1771.2,672,2011-10-10 11:12:00,2011-11-25 15:15:00,14,46,0,Champions
15475,1,454.11,319,2011-09-23 15:20:00,2011-09-23 15:20:00,77,0,1,At Risk / Lapsed
15478,2,1399.92,575,2011-10-14 11:09:00,2011-10-30 14:19:00,40,16,2,Loyal Mid-Value
15480,1,905.5,303,2011-08-15 14:32:00,2011-08-15 14:32:00,116,0,1,At Risk / Lapsed
15482,11,10839.76,5003,2010-12-16 10:08:00,2011-11-24 10:46:00,16,343,0,Champions
15483,4,225.26,291,2011-03-18 12:26:00,2011-07-01 13:07:00,161,105,1,At Risk / Lapsed
15484,4,3590.41,3150,2011-09-22 13:31:00,2011-12-08 15:03:00,1,77,0,Champions
15485,3,2564.5,1281,2010-12-01 13:23:00,2011-11-09 14:31:00,30,343,2,Loyal Mid-Value
15488,1,91.32000000000001,73,2011-09-08 10:11:00,2011-09-08 10:11:00,93,0,1,At Risk / Lapsed
15489,3,1134.28,608,2011-05-12 12:54:00,2011-11-17 08:53:00,23,188,2,Loyal Mid-Value
15491,6,3100.09,1646,2011-04-18 10:04:00,2011-09-05 15:56:00,95,140,2,Loyal Mid-Value
15492,2,659.46,483,2011-09-26 14:02:00,2011-11-11 14:53:00,28,46,3,New / Low Engagement
15493,5,1953.41,551,2011-03-14 11:44:00,2011-11-07 12:04:00,33,238,2,Loyal Mid-Value
15494,2,1280.58,1139,2011-08-10 15:29:00,2011-11-18 14:51:00,21,99,3,New / Low Engagement
15497,2,1262.2,624,2011-01-24 10:01:00,2011-11-22 11:51:00,18,302,3,New / Low Engagement
15498,27,13316.4,6105,2010-12-08 12:29:00,2011-12-07 12:48:00,3,364,0,Champions
15500,4,1131.56,572,2011-09-19 13:47:00,2011-12-01 13:47:00,8,73,3,New / Low Engagement
15502,10,6923.98,4232,2010-12-05 15:40:00,2011-11-24 12:48:00,16,353,0,Champions
15503,1,141.04,70,2010-12-12 10:57:00,2010-12-12 10:57:00,363,0,1,At Risk / Lapsed
15504,1,52.83,33,2011-09-19 13:45:00,2011-09-19 13:45:00,81,0,1,At Risk / Lapsed
15505,5,3610.96,2390,2011-07-07 13:33:00,2011-10-18 07:56:00,53,102,2,Loyal Mid-Value
15506,3,972.08,842,2011-07-24 11:45:00,2011-11-17 12:11:00,23,116,2,Loyal Mid-Value
15507,1,475.86,160,2011-06-21 11:19:00,2011-06-21 11:19:00,172,0,1,At Risk / Lapsed
